Country,Year,Series,Value
Papua New Guinea,2016,Domestic general government health expenditure (% of total government expenditure),8.0409
Papua New Guinea,2017,Domestic general government health expenditure (% of total government expenditure),9.155
Paraguay,2000,Current health expenditure (% of GDP),5.503
Paraguay,2005,Current health expenditure (% of GDP),4.083
Paraguay,2010,Current health expenditure (% of GDP),4.6249
Paraguay,2015,Current health expenditure (% of GDP),6.747
Paraguay,2016,Current health expenditure (% of GDP),6.7253
Paraguay,2017,Current health expenditure (% of GDP),6.6546
Paraguay,2000,Domestic general government health expenditure (% of total government expenditure),6.7943
Paraguay,2005,Domestic general government health expenditure (% of total government expenditure),5.886
Paraguay,2010,Domestic general government health expenditure (% of total government expenditure),9.0082
Paraguay,2015,Domestic general government health expenditure (% of total government expenditure),10.8549
Paraguay,2016,Domestic general government health expenditure (% of total government expenditure),11.2208
Paraguay,2017,Domestic general government health expenditure (% of total government expenditure),10.4787
Peru,2000,Current health expenditure (% of GDP),4.5474
Peru,2005,Current health expenditure (% of GDP),4.5412
Peru,2010,Current health expenditure (% of GDP),4.7242
Peru,2015,Current health expenditure (% of GDP),5.0259
Peru,2016,Current health expenditure (% of GDP),5.0636
Peru,2017,Current health expenditure (% of GDP),4.9952
Peru,2000,Domestic general government health expenditure (% of total government expenditure),10.6382
Peru,2005,Domestic general government health expenditure (% of total government expenditure),12.1663
Peru,2010,Domestic general government health expenditure (% of total government expenditure),11.6
Peru,2015,Domestic general government health expenditure (% of total government expenditure),13.9067
Peru,2016,Domestic general government health expenditure (% of total government expenditure),15.0969
Peru,2017,Domestic general government health expenditure (% of total government expenditure),14.8979
Philippines,2000,Current health expenditure (% of GDP),3.1548
Philippines,2005,Current health expenditure (% of GDP),3.9004
Philippines,2010,Current health expenditure (% of GDP),4.3128
Philippines,2015,Current health expenditure (% of GDP),4.3214
Philippines,2016,Current health expenditure (% of GDP),4.407
Philippines,2017,Current health expenditure (% of GDP),4.4464
Philippines,2000,Domestic general government health expenditure (% of total government expenditure),6.5184
Philippines,2005,Domestic general government health expenditure (% of total government expenditure),6.6098
Philippines,2010,Domestic general government health expenditure (% of total government expenditure),7.1828
Philippines,2015,Domestic general government health expenditure (% of total government expenditure),7.2514
Philippines,2016,Domestic general government health expenditure (% of total government expenditure),7.1694
Philippines,2017,Domestic general government health expenditure (% of total government expenditure),7.126
Poland,2000,Current health expenditure (% of GDP),5.2982
Poland,2005,Current health expenditure (% of GDP),5.8073
Poland,2010,Current health expenditure (% of GDP),6.4191
Poland,2015,Current health expenditure (% of GDP),6.3979
Poland,2016,Current health expenditure (% of GDP),6.5431
Poland,2017,Current health expenditure (% of GDP),6.542
Poland,2000,Domestic general government health expenditure (% of total government expenditure),8.5902
Poland,2005,Domestic general government health expenditure (% of total government expenditure),8.9635
Poland,2010,Domestic general government health expenditure (% of total government expenditure),9.9984
Poland,2015,Domestic general government health expenditure (% of total government expenditure),10.6446
Poland,2016,Domestic general government health expenditure (% of total government expenditure),10.9528
Poland,2017,Domestic general government health expenditure (% of total government expenditure),10.9431
Portugal,2000,Current health expenditure (% of GDP),8.3748
Portugal,2005,Current health expenditure (% of GDP),9.4334
Portugal,2010,Current health expenditure (% of GDP),9.8195
Portugal,2015,Current health expenditure (% of GDP),8.9718
Portugal,2016,Current health expenditure (% of GDP),9.0379
Portugal,2017,Current health expenditure (% of GDP),8.9696
Portugal,2000,Domestic general government health expenditure (% of total government expenditure),13.8309
Portugal,2005,Domestic general government health expenditure (% of total government expenditure),14.3964
Portugal,2010,Domestic general government health expenditure (% of total government expenditure),13.2127
Portugal,2015,Domestic general government health expenditure (% of total government expenditure),12.3055
Portugal,2016,Domestic general government health expenditure (% of total government expenditure),13.3623
Portugal,2017,Domestic general government health expenditure (% of total government expenditure),13.0133
Qatar,2000,Current health expenditure (% of GDP),2.0087
Qatar,2005,Current health expenditure (% of GDP),2.5691
Qatar,2010,Current health expenditure (% of GDP),1.7892
Qatar,2015,Current health expenditure (% of GDP),3.1175
Qatar,2016,Current health expenditure (% of GDP),3.0494
Qatar,2017,Current health expenditure (% of GDP),2.6074
Qatar,2000,Domestic general government health expenditure (% of total government expenditure),3.9415
Qatar,2005,Domestic general government health expenditure (% of total government expenditure),6.623
Qatar,2010,Domestic general government health expenditure (% of total government expenditure),4.1493
Qatar,2015,Domestic general government health expenditure (% of total government expenditure),6.293
Qatar,2016,Domestic general government health expenditure (% of total government expenditure),6.293
Qatar,2017,Domestic general government health expenditure (% of total government expenditure),6.293
Republic of Korea,2000,Current health expenditure (% of GDP),3.9985
Republic of Korea,2005,Current health expenditure (% of GDP),4.8374
Republic of Korea,2010,Current health expenditure (% of GDP),6.2219
Republic of Korea,2015,Current health expenditure (% of GDP),7.0451
Republic of Korea,2016,Current health expenditure (% of GDP),7.3251
Republic of Korea,2017,Current health expenditure (% of GDP),7.6039
Republic of Korea,2000,Domestic general government health expenditure (% of total government expenditure),8.1432
Republic of Korea,2005,Domestic general government health expenditure (% of total government expenditure),9.3009
Republic of Korea,2010,Domestic general government health expenditure (% of total government expenditure),11.8408
Republic of Korea,2015,Domestic general government health expenditure (% of total government expenditure),12.5041
Republic of Korea,2016,Domestic general government health expenditure (% of total government expenditure),13.0707
Republic of Korea,2017,Domestic general government health expenditure (% of total government expenditure),13.4153
Republic of Moldova,2000,Current health expenditure (% of GDP),4.9383
Republic of Moldova,2005,Current health expenditure (% of GDP),7.964
Republic of Moldova,2010,Current health expenditure (% of GDP),10.1311
Republic of Moldova,2015,Current health expenditure (% of GDP),8.5576
Republic of Moldova,2016,Current health expenditure (% of GDP),7.5359
Republic of Moldova,2017,Current health expenditure (% of GDP),7.013
Republic of Moldova,2000,Domestic general government health expenditure (% of total government expenditure),8.5279
Republic of Moldova,2005,Domestic general government health expenditure (% of total government expenditure),13.5767
